"ArrayRegularity","NRL","Shift","ORF"
0.8,176,11,"YJR105W"
0.91,167,1,"YJR106W"
0.85,166,-2,"YJR108W"
0.84,167,-15,"YJR109C"
0.94,165,0,"YJR110W"
0.83,181,-9,"YJR112W"
0.84,165,9,"YJR113C"
0.89,164,0,"YJR117W"
0.92,166,-1,"YJR118C"
0.95,168,-1,"YJR119C"
0.58,177,-21,"YJR120W"
0.78,158,-3,"YJR121W"
0.94,172,-5,"YJR122W"
0.77,152,6,"YJR123W"
0.85,165,0,"YJR125C"
0.92,163,-2,"YJR126C"
0.73,155,20,"YJR130C"
0.81,162,6,"YJR131W"
0.92,166,3,"YJR132W"
0.94,177,-4,"YJR133W"
0.93,168,24,"YJR134C"
0.82,163,-9,"YJR135C"
0.84,170,7,"YJR135W-A"
0.95,165,0,"YJR136C"
0.87,172,32,"YJR137C"
0.79,171,-2,"YJR138W"
0.9,167,6,"YJR139C"
0.84,164,1,"YJR140C"
0.91,168,-1,"YJR143C"
0.9,171,0,"YJR144W"
0.85,166,-1,"YJR145C"
0.76,199,11,"YJR147W"
0.95,171,16,"YJR148W"
0.95,177,-2,"YJR150C"
0.69,170,-4,"YJR151C"
0.77,162,0,"YJR152W"
0.74,161,-4,"YJR155W"
0.31,143,67,"YJR156C"
0,NA,NA,"YJR158W"
0.27,135,16,"YJR159W"
0,NA,NA,"YJR160C"
0.46,166,-13,"YJR161C"
0.7,165,0,"YKL224C"
0.86,174,-3,"YKL222C"
0.89,172,-16,"YKL221W"
0.68,155,0,"YKL220C"
0.86,164,11,"YKL219W"
0.88,181,-20,"YKL218C"
0.77,184,-11,"YKL217W"
0.81,159,0,"YKL216W"
0.89,164,-13,"YKL215C"
0.76,154,-1,"YKL214C"
0.88,163,3,"YKL213C"
0.86,158,0,"YKL212W"
0.91,170,-7,"YKL211C"
0.91,164,6,"YKL210W"
0.95,168,0,"YKL209C"
0.87,156,-29,"YKL208W"
0.85,169,-5,"YKL207W"
0.94,170,0,"YKL206C"
0.84,163,0,"YKL205W"
0.79,161,3,"YKL204W"
0.94,164,0,"YKL203C"
0.31,185,40,"YKL198C"
0.85,168,6,"YKL197C"
0.94,178,2,"YKL196C"
0.92,166,-8,"YKL195W"
0.94,165,-4,"YKL194C"
0.89,164,-18,"YKL193C"
0.6,220,-8,"YKL192C"
0.9,168,11,"YKL191W"
0.77,153,3,"YKL190W"
0.91,168,2,"YKL189W"
0.87,178,-14,"YKL188C"
0.84,163,9,"YKL186C"
0.5,130,37,"YKL185W"
0.94,160,0,"YKL184W"
0.57,169,2,"YKL183W"
0.74,219,28,"YKL182W"
0.9,165,-16,"YKL181W"
0.91,154,0,"YKL180W"
0.85,164,9,"YKL179C"
0.83,165,7,"YKL176C"
0.92,169,4,"YKL175W"
0.93,165,7,"YKL174C"
0.97,165,0,"YKL173W"
0.89,162,-5,"YKL172W"
0.95,165,1,"YKL171W"
0.89,169,1,"YKL170W"
0.93,162,0,"YKL168C"
0.7,172,0,"YKL167C"
0.89,171,2,"YKL166C"
0.82,182,45,"YKL165C"
0.64,130,0,"YKL164C"
0.38,190,-21,"YKL163W"
0.8,178,13,"YKL161C"
0.8,158,3,"YKL160W"
0.67,162,-6,"YKL159C"
0.59,186,-20,"YKL157W"
0.66,179,-8,"YKL156W"
0.87,164,-4,"YKL155C"
0.85,157,-1,"YKL154W"
0.58,154,29,"YKL152C"
0.82,170,-2,"YKL150W"
0.95,167,2,"YKL149C"
0.89,172,10,"YKL148C"
0.84,164,4,"YKL146W"
0.89,164,-9,"YKL145W"
0.93,172,0,"YKL144C"
0.88,170,0,"YKL143W"
0.7,158,-30,"YKL142W"
0.86,164,-3,"YKL141W"
0.89,171,-20,"YKL140W"
0.85,164,0,"YKL139W"
0.47,164,3,"YKL138C-A"
0.75,176,-16,"YKL138C"
0.89,172,5,"YKL137W"
0.91,168,6,"YKL135C"
0.95,169,-3,"YKL134C"
0.89,174,23,"YKL132C"
0.86,159,0,"YKL130C"
0.94,164,-9,"YKL129C"
0.73,182,-2,"YKL128C"
0.88,168,6,"YKL127W"
0.86,167,0,"YKL126W"
0.89,159,-6,"YKL125W"
0.93,172,1,"YKL124W"
0.86,170,-5,"YKL122C"
0.77,158,26,"YKL120W"
0.89,165,-14,"YKL119C"
0.92,165,0,"YKL117W"
0.88,168,-11,"YKL116C"
0.9,163,0,"YKL114C"
0.83,166,9,"YKL113C"
0.85,166,0,"YKL112W"
0.79,164,9,"YKL110C"
0.91,172,0,"YKL108W"
0.83,163,3,"YKL106W"
0.7,162,-28,"YKL104C"
0.86,171,-15,"YKL103C"
0.82,170,9,"YKL101W"
0.79,153,0,"YKL099C"
0.8,170,-1,"YKL098W"
0.85,187,0,"YKL096W"
0.74,181,-2,"YKL095W"
0.91,164,0,"YKL094W"
0.86,181,-1,"YKL093W"
0.94,163,0,"YKL092C"
0.69,181,-12,"YKL091C"
0.89,178,-12,"YKL090W"
0.89,168,8,"YKL089W"
0.86,162,-8,"YKL088W"
0.88,181,0,"YKL087C"
0.64,195,0,"YKL086W"
0.79,167,6,"YKL085W"
0.84,175,-13,"YKL084W"
0.95,164,14,"YKL082C"
0.73,164,14,"YKL081W"
0.96,166,5,"YKL080W"
0.94,167,-2,"YKL079W"
0.88,166,10,"YKL078W"
0.81,168,1,"YKL074C"
0.95,166,10,"YKL073W"
0.9,167,10,"YKL072W"
0.81,164,-6,"YKL069W"
0.94,164,-6,"YKL068W"
0.92,169,-20,"YKL067W"
0.89,167,16,"YKL065C"
0.87,172,6,"YKL064W"
0.87,188,-8,"YKL062W"
0.43,186,-1,"YKL060C"
0.79,170,3,"YKL059C"
0.93,168,6,"YKL058W"
0.91,164,-4,"YKL057C"
0.82,164,6,"YKL056C"
0.78,155,2,"YKL055C"
0.77,160,17,"YKL054C"
0.58,165,-11,"YKL053C-A"
0.64,195,0,"YKL052C"
0.91,175,0,"YKL051W"
0.68,153,-26,"YKL050C"
0.87,165,-13,"YKL049C"
0.94,167,0,"YKL048C"
0.85,166,-4,"YKL046C"
0.82,168,5,"YKL045W"
0.88,165,26,"YKL043W"
0.91,169,-20,"YKL042W"
0.89,170,0,"YKL041W"
0.94,169,3,"YKL040C"
0.89,164,7,"YKL039W"
0.95,167,0,"YKL038W"
0.85,166,-26,"YKL035W"
0.91,162,0,"YKL034W"
0.94,168,2,"YKL033W"
0.77,220,44,"YKL032C"
0.57,168,-7,"YKL029C"
0.85,169,-11,"YKL028W"
0.91,164,-21,"YKL027W"
0.68,186,-43,"YKL026C"
0.92,164,-7,"YKL025C"
0.88,165,1,"YKL024C"
0.86,167,-11,"YKL022C"
0.92,167,-9,"YKL021C"
0.95,162,0,"YKL020C"
0.76,162,-10,"YKL019W"
0.92,168,-5,"YKL018W"
0.91,166,0,"YKL017C"
0.83,167,0,"YKL016C"
0.89,165,0,"YKL015W"
0.94,166,15,"YKL014C"
0.8,158,0,"YKL013C"
0.86,165,-10,"YKL012W"
0.78,169,-5,"YKL011C"
0.83,167,-3,"YKL010C"
0.87,165,7,"YKL009W"
0.66,130,10,"YKL008C"
0.86,163,0,"YKL007W"
0.88,166,0,"YKL006C-A"
0.66,158,0,"YKL006W"
0.89,179,2,"YKL005C"
0.96,164,0,"YKL004W"
0.95,169,-9,"YKL003C"
0.94,172,0,"YKL002W"
0.88,169,-10,"YKL001C"
0.87,168,0,"YKR001C"
0.88,167,3,"YKR002W"
0.88,173,0,"YKR003W"
0.9,165,3,"YKR004C"
0.82,164,7,"YKR006C"
0.66,153,-6,"YKR007W"
0.94,166,0,"YKR008W"
0.86,173,-8,"YKR009C"
0.86,164,0,"YKR010C"
0.97,171,0,"YKR013W"
0.87,164,-10,"YKR014C"
0.88,160,2,"YKR016W"
0.88,172,-2,"YKR019C"
0.66,206,-16,"YKR020W"
0.88,163,-12,"YKR021W"
0.92,166,-4,"YKR022C"
0.94,169,0,"YKR024C"
0.87,172,-2,"YKR025W"
0.86,166,-4,"YKR026C"
0.88,172,-5,"YKR027W"
0.88,166,0,"YKR028W"
0.75,163,0,"YKR029C"
0.8,175,-15,"YKR030W"
0.95,163,-9,"YKR031C"
0.81,162,9,"YKR034W"
0.93,166,0,"YKR035W-A"
0.9,170,7,"YKR036C"
0.71,162,-9,"YKR037C"
0.89,164,0,"YKR038C"
0.62,203,0,"YKR039W"
0.65,212,4,"YKR042W"
0.83,172,2,"YKR043C"
0.81,169,11,"YKR044W"
0.83,168,-32,"YKR046C"
0.87,165,-4,"YKR048C"
0.6,152,-46,"YKR049C"
0.86,165,-6,"YKR050W"
0.78,172,26,"YKR052C"
0.9,184,0,"YKR053C"
0.92,166,8,"YKR054C"
0.88,160,8,"YKR055W"
0.94,166,4,"YKR056W"
0.85,170,6,"YKR057W"
0.93,170,0,"YKR058W"
0.18,170,-44,"YKR059W"
0.73,165,0,"YKR060W"
0.83,168,0,"YKR061W"
0.86,164,-1,"YKR062W"
0.96,162,0,"YKR063C"
0.86,160,0,"YKR064W"
0.86,169,0,"YKR065C"
0.89,171,-1,"YKR066C"
0.91,165,10,"YKR067W"
0.92,172,-4,"YKR068C"
0.87,164,-29,"YKR069W"
0.9,168,0,"YKR071C"
0.84,167,7,"YKR072C"
0.69,164,4,"YKR074W"
0.86,173,17,"YKR076W"
0.95,165,6,"YKR077W"
0.9,168,0,"YKR078W"
0.94,168,1,"YKR079C"
0.88,172,16,"YKR080W"
0.95,166,0,"YKR081C"
0.93,165,3,"YKR082W"
0.87,173,-2,"YKR083C"
0.95,162,1,"YKR084C"
0.74,185,-27,"YKR085C"
0.89,166,0,"YKR086W"
0.92,169,-8,"YKR087C"
0.9,160,7,"YKR088C"
0.86,165,1,"YKR089C"
0.82,164,-6,"YKR090W"
0.71,158,0,"YKR091W"
0.51,169,0,"YKR092C"
0.56,153,1,"YKR093W"
0.93,165,23,"YKR094C"
0.93,161,0,"YKR095W"
0.63,220,7,"YKR095W-A"
0.81,160,0,"YKR096W"
0.88,166,-13,"YKR097W"
0.98,167,0,"YKR098C"
0.88,164,0,"YKR099W"
0.93,169,0,"YKR100C"
0.93,167,-2,"YKR101W"
0.45,169,-26,"YKR103W"
0.4,207,12,"YLL064C"
0.8,168,2,"YLL063C"
0.92,164,16,"YLL062C"
0.9,173,0,"YLL061W"
0.79,168,19,"YLL060C"
0.77,168,-10,"YLL057C"
0.75,146,54,"YLL055W"
0.76,167,35,"YLL052C"
0.93,171,0,"YLL051C"
0.61,151,3,"YLL050C"
0.9,176,-1,"YLL049W"
0.96,159,0,"YLL048C"
0.91,169,17,"YLL046C"
0.94,169,8,"YLL045C"
0.84,167,0,"YLL043W"
0.71,183,-10,"YLL042C"
0.93,167,0,"YLL041C"
0.9,159,0,"YLL040C"
0.77,134,0,"YLL039C"
0.79,165,-12,"YLL038C"
0.89,164,0,"YLL036C"
0.93,166,-5,"YLL035W"
0.84,165,0,"YLL034C"
0.92,168,3,"YLL033W"
0.95,166,3,"YLL032C"
0.95,165,0,"YLL031C"
0.9,168,-21,"YLL029W"
0.71,174,21,"YLL028W"
0.65,170,23,"YLL027W"
0.9,166,0,"YLL026W"
0.41,169,-10,"YLL024C"
0.81,167,-2,"YLL023C"
0.79,172,29,"YLL022C"
0.96,166,8,"YLL021W"
0.71,155,16,"YLL019C"
0.59,163,-24,"YLL018C-A"
0.93,165,0,"YLL018C"
0.79,163,-8,"YLL015W"
0.74,186,-3,"YLL014W"
0.82,167,-39,"YLL013C"
0.8,176,14,"YLL012W"
0.86,163,0,"YLL011W"
0.73,168,-11,"YLL010C"
0.65,159,-13,"YLL009C"
0.78,166,18,"YLL008W"
0.95,166,1,"YLL006W"
0.91,162,0,"YLL005C"
0.9,168,3,"YLL004W"
0.95,166,11,"YLL003W"
0.84,161,-7,"YLL002W"
0.92,164,3,"YLL001W"
0.92,165,0,"YLR002C"
0.66,189,18,"YLR004C"
0.84,169,2,"YLR005W"
0.81,169,0,"YLR006C"
0.93,173,0,"YLR007W"
0.97,164,0,"YLR008C"
0.95,168,0,"YLR009W"
0.92,173,-3,"YLR010C"
0.78,162,0,"YLR011W"
0.68,175,-6,"YLR013W"
0.87,165,-4,"YLR014C"
0.85,170,7,"YLR015W"
0.9,173,-4,"YLR016C"
0.91,165,5,"YLR017W"
0.85,164,8,"YLR018C"
0.93,170,1,"YLR019W"
0.82,166,14,"YLR020C"
0.82,179,-16,"YLR021W"
0.89,171,5,"YLR022C"
0.88,166,-3,"YLR023C"
0.93,173,2,"YLR024C"
0.95,168,0,"YLR025W"
0.88,166,0,"YLR026C"
0.92,164,0,"YLR027C"
0.88,164,0,"YLR028C"
0.8,167,-26,"YLR029C"
0.88,168,1,"YLR032W"
0.94,164,9,"YLR033W"
0.96,168,2,"YLR034C"
0.81,169,-8,"YLR035C"
0.8,170,-23,"YLR038C"
0.95,164,3,"YLR039C"
0.64,200,-8,"YLR043C"
0.68,164,17,"YLR044C"
0.81,166,1,"YLR045C"
0.92,168,-8,"YLR047C"
0.84,160,1,"YLR048W"
0.94,166,0,"YLR051C"
0.9,163,-5,"YLR052W"
0.91,178,-14,"YLR054C"
0.81,161,0,"YLR055C"
0.86,173,27,"YLR056W"
0.79,167,19,"YLR058C"
0.57,172,-4,"YLR059C"
0.91,161,0,"YLR060W"
0.77,153,12,"YLR061W"
0.85,165,-11,"YLR064W"
0.89,169,-1,"YLR066W"
0.86,165,-6,"YLR067C"
0.93,175,2,"YLR068W"
0.96,165,3,"YLR069C"
0.51,172,70,"YLR070C"
0.94,164,0,"YLR071C"
0.82,168,6,"YLR073C"
0.72,148,-2,"YLR074C"
0.66,151,44,"YLR075W"
0.86,168,-49,"YLR077W"
0.9,174,-17,"YLR078C"
0.89,159,5,"YLR079W"
0.62,171,6,"YLR080W"
0.92,172,-1,"YLR081W"
0.95,168,3,"YLR082C"
0.93,166,18,"YLR083C"
0.87,167,0,"YLR084C"
0.91,167,-1,"YLR085C"
0.88,166,-4,"YLR086W"
0.9,164,-8,"YLR087C"
0.84,166,8,"YLR088W"
0.94,165,37,"YLR090W"
0.71,193,-22,"YLR091W"
0.9,168,14,"YLR092W"
0.9,163,0,"YLR093C"
0.68,173,-14,"YLR094C"
0.86,167,1,"YLR095C"
0.89,166,-4,"YLR096W"
0.92,168,-8,"YLR097C"
0.65,165,26,"YLR098C"
0.71,155,5,"YLR100W"
0.88,177,4,"YLR102C"
0.83,168,-4,"YLR103C"
0.65,139,18,"YLR105C"
0.93,166,0,"YLR106C"
0.95,168,12,"YLR107W"
0.54,203,2,"YLR109W"
0.47,215,70,"YLR110C"
0.87,167,31,"YLR113W"
0.89,167,0,"YLR114C"
0.86,165,-1,"YLR115W"
0.92,164,0,"YLR116W"
0.86,164,4,"YLR117C"
0.67,156,9,"YLR118C"
0.86,170,-10,"YLR119W"
0.79,181,17,"YLR120C"
0.94,177,-4,"YLR121C"
0.75,162,11,"YLR127C"
0.69,162,33,"YLR128W"
0.79,164,0,"YLR129W"
0.75,164,-4,"YLR130C"
0.89,170,29,"YLR131C"
0.93,166,9,"YLR133W"
0.95,164,-11,"YLR134W"
0.87,167,-1,"YLR135W"
0.9,162,0,"YLR136C"
0.92,166,14,"YLR138W"
0.94,167,9,"YLR139C"
0.51,206,-19,"YLR141W"
0.92,178,0,"YLR142W"
0.83,164,13,"YLR144C"
0.9,166,-9,"YLR145W"
0.79,165,5,"YLR146C"
0.75,175,-13,"YLR147C"
0.86,166,-6,"YLR148W"
0.66,163,46,"YLR150W"
0.95,170,5,"YLR151C"
0.78,165,25,"YLR153C"
0.39,220,39,"YLR154C"
0,NA,NA,"YLR155C"
0,NA,NA,"YLR157C"
0,NA,NA,"YLR158C"
0,NA,NA,"YLR160C"
0.91,165,-6,"YLR163C"
0.91,174,2,"YLR164W"
0.8,163,-8,"YLR165C"
0.93,165,2,"YLR166C"
0.85,170,0,"YLR167W"
0.91,173,4,"YLR168C"
0.59,152,-4,"YLR170C"
0.94,160,0,"YLR172C"
0.91,164,-2,"YLR174W"
0.88,161,-11,"YLR175W"
0.85,172,-14,"YLR176C"
0.8,167,-34,"YLR178C"
0.75,173,-3,"YLR179C"
0.8,165,-6,"YLR180W"
0.93,168,0,"YLR181C"
0.95,163,0,"YLR182W"
0.91,178,-8,"YLR183C"
0.76,164,-17,"YLR185W"
0.91,160,0,"YLR186W"
0.97,168,-1,"YLR188W"
0.93,160,0,"YLR189C"
0.86,165,21,"YLR190W"
0.94,169,-6,"YLR191W"
0.82,169,-3,"YLR192C"
0.72,162,-19,"YLR193C"
0.79,166,-4,"YLR195C"
0.93,166,10,"YLR196W"
0.91,163,-2,"YLR197W"
0.73,166,-17,"YLR199C"
0.76,182,-30,"YLR200W"
0.82,180,-8,"YLR201C"
0.95,164,-2,"YLR203C"
0.8,164,-7,"YLR204W"
0.89,171,19,"YLR205C"
0.85,166,20,"YLR206W"
0.87,167,15,"YLR207W"
0.95,166,0,"YLR208W"
0.9,170,0,"YLR209C"
0.93,166,-1,"YLR210W"
0.85,169,0,"YLR212C"
0.91,168,9,"YLR213C"
0.85,181,16,"YLR214W"
0.94,167,10,"YLR215C"
0.73,168,-1,"YLR216C"
0.7,177,-4,"YLR218C"
0.93,177,1,"YLR219W"
0.79,169,23,"YLR220W"
0.79,162,0,"YLR221C"
0.91,167,-8,"YLR222C"
0.92,168,17,"YLR223C"
0.87,165,7,"YLR226W"
0.88,168,0,"YLR227C"
0.76,183,32,"YLR228C"
0.73,166,-3,"YLR229C"
0.9,170,5,"YLR231C"
0.87,167,-2,"YLR233C"
0.91,172,0,"YLR234W"
0.75,169,60,"YLR237W"
0.89,164,0,"YLR238W"
0.93,170,-11,"YLR239C"
0.88,165,-3,"YLR240W"
0.83,167,-2,"YLR242C"
0.85,166,-2,"YLR244C"
0.61,152,4,"YLR245C"
0.8,167,4,"YLR246W"
0.92,169,2,"YLR247C"
0.59,130,0,"YLR249W"
0.9,164,-1,"YLR250W"
0.87,159,0,"YLR251W"
0.9,171,4,"YLR254C"
0.68,176,45,"YLR256W"
0.69,175,-31,"YLR258W"
0.85,161,-15,"YLR259C"
0.91,176,0,"YLR260W"
0.9,167,9,"YLR262C"
0.48,147,-10,"YLR262C-A"
0.88,167,12,"YLR263W"
0.69,187,0,"YLR264W"
0.91,163,0,"YLR265C"
0.85,163,-15,"YLR266C"
0.88,166,-9,"YLR268W"
0.94,168,9,"YLR270W"
0.92,166,-9,"YLR272C"
0.89,176,-16,"YLR273C"
0.93,164,4,"YLR274W"
0.91,170,-10,"YLR275W"
0.94,163,0,"YLR276C"
0.92,170,2,"YLR277C"
0.85,166,-5,"YLR284C"
0.93,166,0,"YLR285W"
0.91,166,-8,"YLR286C"
0.72,154,-4,"YLR287C-A"
0.82,169,-4,"YLR288C"
0.87,168,-4,"YLR289W"
0.89,161,-11,"YLR291C"
0.87,167,0,"YLR292C"
0.74,155,-28,"YLR293C"
0.63,203,-8,"YLR295C"
0.85,167,1,"YLR298C"
0.85,171,-4,"YLR299W"
0.74,183,22,"YLR300W"
0.92,170,-4,"YLR303W"
0.9,166,13,"YLR304C"
0.87,164,0,"YLR305C"
0.82,156,0,"YLR306W"
0.93,176,-1,"YLR307W"
0.95,181,-9,"YLR308W"
0.86,166,0,"YLR309C"
0.95,167,6,"YLR310C"
0.9,173,0,"YLR312W-A"
0.86,172,-10,"YLR313C"
0.91,161,-10,"YLR314C"
0.88,171,0,"YLR315W"
0.88,167,0,"YLR316C"
0.82,170,2,"YLR318W"
0.89,163,-5,"YLR319C"
0.95,167,15,"YLR320W"
0.85,166,3,"YLR321C"
0.9,167,1,"YLR323C"
0.92,170,7,"YLR324W"
0.72,160,0,"YLR325C"
0.79,176,35,"YLR327C"
0.88,175,35,"YLR328W"
0.67,156,-2,"YLR329W"
0.88,167,2,"YLR330W"
0.77,177,26,"YLR332W"
0.55,148,0,"YLR333C"
0.9,165,1,"YLR335W"
0.87,168,6,"YLR336C"
0.97,171,7,"YLR337C"
0.84,167,-10,"YLR340W"
0.9,177,10,"YLR341W"
0.75,160,-4,"YLR342W"
0.81,183,-7,"YLR343W"
0.78,149,9,"YLR344W"
0.87,162,-8,"YLR347C"
0.64,135,42,"YLR348C"
0.9,168,-14,"YLR350W"
0.7,169,18,"YLR351C"
0.92,167,-5,"YLR353W"
0.69,130,9,"YLR354C"
0.75,206,-3,"YLR355C"
0.75,154,10,"YLR356W"
0.92,166,0,"YLR357W"
0.93,163,-1,"YLR359W"
0.84,164,16,"YLR360W"
0.83,168,8,"YLR361C"
0.79,166,9,"YLR362W"
0.94,166,-4,"YLR363C"
0.64,183,-6,"YLR364W"
0.74,149,3,"YLR367W"
0.91,163,10,"YLR368W"
0.87,166,3,"YLR369W"
0.91,167,-8,"YLR370C"
0.84,170,-6,"YLR371W"
0.9,179,26,"YLR372W"
0.88,165,1,"YLR373C"
0.87,165,7,"YLR375W"
0.96,171,4,"YLR376C"
0.84,167,1,"YLR377C"
0.9,168,13,"YLR378C"
0.84,161,-9,"YLR380W"
0.88,170,6,"YLR381W"
0.87,167,-3,"YLR382C"
0.9,165,11,"YLR383W"
0.91,162,0,"YLR384C"
0.66,144,0,"YLR385C"
0.89,165,0,"YLR386W"
0.96,165,4,"YLR387C"
0.76,151,-5,"YLR388W"
0.82,160,-3,"YLR389C"
0.67,180,-2,"YLR390W"
0.64,163,-4,"YLR390W-A"
0.86,170,5,"YLR392C"
0.87,160,10,"YLR393W"
0.85,175,-11,"YLR395C"
0.94,162,4,"YLR396C"
0.92,167,2,"YLR397C"
0.9,165,-7,"YLR398C"
0.79,162,6,"YLR399C"
0.92,166,5,"YLR401C"
0.75,211,-26,"YLR403W"
0.88,156,0,"YLR404W"
0.91,167,0,"YLR405W"
0.79,171,26,"YLR406C"
0.91,164,-2,"YLR409C"
0.96,165,2,"YLR410W"
0.93,186,0,"YLR411W"
0.92,163,9,"YLR412W"
0.86,166,2,"YLR417W"
0.92,169,0,"YLR418C"
0.85,162,0,"YLR420W"
0.87,169,0,"YLR421C"
0.84,169,3,"YLR423C"
0.92,166,-3,"YLR424W"
0.89,164,-2,"YLR425W"
0.92,165,17,"YLR427W"
0.91,163,5,"YLR429W"
0.92,165,-2,"YLR430W"
0.89,170,-1,"YLR431C"
0.77,130,0,"YLR432W"
0.91,169,23,"YLR433C"
0.87,163,-2,"YLR435W"
0.74,167,3,"YLR436C"
0.54,146,0,"YLR437C"
0.89,164,0,"YLR438W"
0.65,162,-24,"YLR438C-A"
0.83,165,5,"YLR439W"
0.91,163,-1,"YLR440C"
0.84,160,10,"YLR441C"
0.93,168,-20,"YLR442C"
0.85,166,0,"YLR443W"
0.9,162,8,"YLR447C"
0.8,166,-19,"YLR448W"
0.86,164,0,"YLR449W"
0.92,165,0,"YLR450W"
0.8,165,9,"YLR451W"
0.83,168,10,"YLR452C"
0.74,160,0,"YLR453C"
0.75,165,2,"YLR457C"
0.93,166,-1,"YLR459W"
0.67,155,-1,"YLR461W"
0.06,220,-70,"YLR466W"
0,NA,NA,"YLR467W"
0,NA,NA,"YML132W"
0.91,166,18,"YML130C"
0.9,170,-13,"YML129C"
0.84,169,-32,"YML128C"
0.85,160,0,"YML127W"
0.7,163,8,"YML126C"
0.8,163,-9,"YML125C"
0.97,167,-1,"YML124C"
0.9,154,-4,"YML123C"
0.92,162,0,"YML121W"
0.76,174,-10,"YML120C"
0.94,171,-3,"YML118W"
0.91,166,0,"YML117W"
0.87,164,11,"YML116W"
0.91,168,-10,"YML115C"
0.91,161,2,"YML114C"
0.87,159,11,"YML113W"
0.87,171,-9,"YML112W"
0.87,164,0,"YML111W"
0.88,166,0,"YML110C"
0.94,167,0,"YML109W"
0.77,166,7,"YML107C"
0.97,162,0,"YML106W"
0.85,166,4,"YML105C"
0.89,167,3,"YML104C"
0.92,161,-3,"YML103C"
0.83,168,5,"YML102W"
0.86,166,0,"YML100W"
0.88,166,30,"YML099C"
0.91,171,-8,"YML098W"
0.94,169,-1,"YML097C"
0.87,169,-5,"YML095C"
0.65,161,9,"YML094W"
0.88,163,0,"YML093W"
0.93,165,1,"YML092C"
0.89,158,-11,"YML091C"
0.91,164,0,"YML088W"
0.9,162,0,"YML087C"
0.91,166,2,"YML086C"
0.86,169,5,"YML085C"
0.82,177,-1,"YML081C-A"
0.87,164,-2,"YML080W"
0.73,161,2,"YML078W"
0.86,174,8,"YML077W"
0.87,167,0,"YML076C"
0.71,164,1,"YML075C"
0.93,164,-3,"YML074C"
0.8,164,16,"YML073C"
0.89,168,6,"YML072C"
0.77,166,-29,"YML071C"
0.9,168,-19,"YML070W"
0.96,168,1,"YML069W"
0.96,171,16,"YML068W"
0.88,170,4,"YML067C"
0.85,164,2,"YML066C"
0.92,168,-6,"YML065W"
0.96,169,15,"YML064C"
0.78,159,0,"YML063W"
0.87,163,-11,"YML062C"
0.94,166,-7,"YML061C"
0.85,175,-1,"YML060W"
0.89,164,0,"YML059C"
0.57,150,-12,"YML058W-A"
0.68,151,-5,"YML058W"
0.91,164,-10,"YML057W"
0.58,186,-26,"YML055W"
0.85,164,39,"YML054C"
0.8,172,-4,"YML052W"
0.75,166,0,"YML051W"
0.83,174,7,"YML050W"
0.89,165,-2,"YML049C"
0.93,165,-11,"YML048W"
0.96,178,1,"YML047C"
0.85,171,0,"YML046W"
0.9,167,5,"YML043C"
0.92,173,0,"YML042W"
0.85,166,7,"YML041C"
0.84,158,10,"YML038C"
0.94,171,-4,"YML036W"
0.96,169,14,"YML035C"
0.93,163,0,"YML034W"
0.94,167,3,"YML032C"
0.9,165,0,"YML031W"
0.82,165,-18,"YML030W"
0.94,166,-3,"YML029W"
0.75,179,0,"YML028W"
0.91,166,-5,"YML027W"
0.83,158,16,"YML026C"
0.95,166,6,"YML025C"
0.85,155,0,"YML024W"
0.91,167,0,"YML023C"
0.82,163,6,"YML022W"
0.91,168,-5,"YML021C"
0.92,170,-5,"YML019W"
0.87,171,10,"YML017W"
0.92,165,1,"YML016C"
0.92,162,0,"YML015C"
0.76,163,-5,"YML014W"
0.93,166,14,"YML013W"
0.88,162,2,"YML012W"
0.96,165,2,"YML011C"
0.89,164,-7,"YML010W"
0.87,186,7,"YML009C"
0.63,198,0,"YML008C"
0.78,163,-44,"YML007W"
0.8,166,15,"YML006C"
0.85,167,4,"YML005W"
0.92,167,-18,"YML004C"
0.81,154,10,"YML001W"
0.31,208,3,"YMR001C"
0.66,161,-16,"YMR002W"
0.7,152,3,"YMR003W"
0.94,167,-10,"YMR004W"
0.93,165,7,"YMR005W"
0.91,176,17,"YMR006C"
0.84,168,23,"YMR008C"
0.63,168,5,"YMR009W"
0.9,168,-3,"YMR011W"
0.84,155,0,"YMR012W"
0.88,167,7,"YMR013C"
0.94,172,0,"YMR014W"
0.77,187,23,"YMR015C"
0.9,178,38,"YMR016C"
0.93,186,9,"YMR017W"
0.91,166,12,"YMR019W"
0.88,165,-17,"YMR020W"
0.95,177,0,"YMR021C"
0.95,163,-3,"YMR022W"
0.93,172,-9,"YMR023C"
0.88,165,5,"YMR024W"
0.87,168,-4,"YMR026C"
0.79,169,13,"YMR028W"
0.92,169,4,"YMR029C"
0.71,168,15,"YMR030W"
0.95,172,10,"YMR032W"
0.95,165,0,"YMR033W"
0.92,171,0,"YMR035W"
0.81,165,3,"YMR036C"
0.94,160,0,"YMR037C"
0.83,170,-18,"YMR038C"
0.79,187,17,"YMR039C"
0.89,179,7,"YMR040W"
0.97,165,0,"YMR041C"
0.45,167,15,"YMR042W"
0.78,168,8,"YMR043W"
0.95,169,-1,"YMR044W"
0.92,163,0,"YMR047C"
0.91,171,0,"YMR048W"
0.92,168,7,"YMR049C"
0.77,167,8,"YMR052W"
0.94,168,-5,"YMR053C"
0.92,159,0,"YMR054W"
0.93,170,-2,"YMR055C"
0.76,196,0,"YMR056C"
